E,pt,eta,phi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83272.7,53460.6,1.00828,-1.58277;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130669,121411,0.375538,2.57516;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27861.2,25709.3,0.397941,-1.04714;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543235,218973,-1.55561,2.32117;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.47E+06,280034,-2.34065,-0.714881;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482765,206872,-1.48974,1.95289;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186419,139385,-0.789629,-0.545299;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74651.7,74137.4,-0.0275761,-0.500432;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.37E+06,50183.4,4.00176,-1.64038;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889298,37665.5,-3.85435,-0.928857;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110802,104593,0.296691,0.432595;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613967,34127.9,3.58218,-1.90536;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248488,246177,0.0418884,-2.0337;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467717,439899,-0.279738,1.85049;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203905,167667,-0.567283,0.462943;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342370,283437,-0.613959,-0.00466833;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312120,310672,0.0394829,-0.560647;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196675,186316,-0.308922,3.07304;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582092,217028,1.63891,1.1588;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83187.5,82181.3,-0.0492997,-1.50334;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.14E+06,293613,-2.02946,-2.94357;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492473,318388,-1.0014,0.449112;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626365,229947,-1.65919,-1.22238;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168999,110574,-0.96758,-2.0888;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208779,193834,0.274756,1.44147;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806151,248651,1.84381,-2.99639;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288245,199389,-0.906918,-2.81223;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990502,687531,0.903075,-2.42153;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121518,62414.1,1.27919,-1.1434;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61040.6,55966.1,0.392109,2.71989;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200798,179859,-0.475746,2.2772;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180361,75708.5,-1.50962,1.34744;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312237,138430,1.44944,2.48939;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339266,316791,0.304815,-2.76402;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286724,280743,0.0848909,2.50562;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305131,211655,0.904285,2.98508;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224189,35073.6,-2.54154,2.20644;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369838,233378,1.01898,1.76953;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320652,224732,-0.887518,0.328227;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526322,352123,0.942949,1.4793;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.07E+06,186633,-2.43191,1.09299;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253937,245121,-0.264083,0.703181;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299171,146105,1.34391,1.12803;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594639,73436,2.78011,-1.42856;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355367,311598,0.494565,-0.908775;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344821,241721,0.877761,1.27284;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94866.1,92975,0.1353,1.89806;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731581,243731,1.76284,-0.603995;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143390,127795,0.469255,2.58186;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401944,129741,1.79277,-1.29841;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784971,438878,-1.18301,-2.20984;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206404,201759,-0.054156,-0.971491;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255451,121890,-1.36956,-1.2332;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115068,52202.2,1.42115,1.223;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268903,259463,0.187293,-3.01497;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373278,203679,-1.19818,2.71791;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453547,199991,-1.45652,1.99588;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591328,152149,2.03336,-1.16215;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295981,290951,-0.180922,2.02694;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85967.9,83662.7,0.220635,1.12844;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138474,133258,-0.233784,0.65315;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364354,319213,0.513543,-0.615738;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250394,241978,-0.152446,1.21014;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513458,394951,-0.748929,0.0542124;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274655,204727,0.797547,1.295;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342339,261389,-0.761774,-2.48617;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732054,257366,1.70537,-2.82884;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195711,165038,-0.521868,-0.947676;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116533,89514.6,-0.750943,-2.25165;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708675,222872,-1.82248,0.0332942;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201276,171265,-0.552281,0.785302;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957289,120209,-2.76357,-2.90057;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720976,205057,-1.92868,0.841244;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137572,136984,0.0491689,-2.70063;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495755,237952,-1.36021,2.68896;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275724,210303,0.725514,1.41954;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236712,223367,0.340486,2.06869;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380576,54958.6,-2.62185,0.686982;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747557,271199,1.67155,3.04474;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127843,104287,0.607599,-0.535317;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254464,31097.5,-2.79079,2.23631;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340643,165581,-1.34204,-0.83402;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385556,379158,-0.157358,-2.95026;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197066,119029,1.07926,-0.552925;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391448,41944,2.92347,-2.7426;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333092,255616,-0.757995,-2.19312;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223298,153670,-0.90896,-1.39599;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135413,124536,-0.410574,-1.31687;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342977,325690,-0.311158,1.6646;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211271,192771,-0.426399,0.0768766;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258904,233989,0.449178,-0.251659;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368486,220234,1.10099,-2.42082;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616106,77291.7,2.76495,-2.99213;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159435,150899,0.305556,2.22845;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98448.9,95393.4,0.142584,-2.23534;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885396,237796,-1.98861,-2.04161;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62360.9,51298.8,-0.644546,-1.8977;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242601,164269,0.932707,2.67104;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404949,304502,0.763743,1.26671;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168130,158390,0.289501,2.18446;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394606,218474,1.19613,1.5471;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501666,156697,1.82906,-0.37606;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181422,131257,0.844307,-0.63742;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245289,228979,0.357928,2.86188;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46355.7,33645,0.824313,3.13261;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593934,121694,2.26717,-2.57381;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385773,171900,1.44301,-1.73516;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218608,210619,0.0455056,2.99564;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212226,134739,-1.02501,-1.82378;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170580,117787,-0.878935,0.0875873;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352161,184936,1.25849,0.304426;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.11E+06,146895,-2.70749,-2.88344;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135146,61996.4,1.41126,0.627337;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319548,275151,-0.547702,0.0317544;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255655,172189,-0.948045,2.33806;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211657,128327,1.08419,2.34044;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105856,104270,0.0855462,3.06451;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176017,164321,0.242002,-0.981642;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564655,559007,-0.122093,-1.95799;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241448,207980,0.476657,-0.900203;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604473,176212,1.90363,-0.282609;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221696,45662.5,-2.262,-1.29851;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69979.1,52539.8,-0.771807,-0.0409466;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244313,126852,1.25914,0.996117;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184803,130381,-0.88061,2.86266;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435085,308322,0.873682,-1.79856;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189949,180413,-0.307361,-2.16078;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438284,251875,-1.15068,2.56487;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128685,123621,-0.28025,-0.496082;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218214,199631,0.354318,0.167501;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756837,299493,-1.5778,3.13446;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301094,263758,0.518441,-0.750261;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376410,282896,-0.785108,-2.44009;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420105,144344,-1.72976,3.01756;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632221,613047,0.243778,0.456676;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466301,332484,0.867167,-0.138081;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159427,132215,-0.592113,-1.44495;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126218,39103.2,-1.8377,-2.02903;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386190,213206,1.1962,2.71104;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169471,137011,-0.668357,-2.97093;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253485,216817,0.547734,-0.859232;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149714,129915,-0.494615,-1.85051;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216032,102541,1.36699,0.21632;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200853,195790,-0.22253,1.13322;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.22E+06,136167,2.87898,2.00287;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.22E+06,235504,2.93569,-2.06005;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903023,842884,0.282234,2.84206;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84745.7,79547.6,-0.288514,2.81145;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963387,345574,1.6828,1.08044;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450682,393676,0.525647,-2.41339;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963647,482828,-1.30917,1.05143;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.50E+06,161464,2.91639,0.152304;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101699,64869.2,1.00899,-0.930802;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722634,386778,-1.23032,2.38944;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83947.4,79217.6,0.279131,-2.93313;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205094,196337,0.28678,-1.25594;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247116,227603,-0.392356,2.0418;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273498,24448.2,3.10544,1.3979;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113781,75922.8,-0.944014,-0.812476;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119540,111171,0.316062,-2.31167;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194018,164135,-0.572557,-2.63083;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99291.6,56615.8,-1.15898,-2.3858;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135466,52737.4,1.59162,2.02058;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716605,166999,2.13534,-1.19587;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390902,331001,-0.579065,1.31157;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134090,128740,0.266453,-2.27687;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405765,155295,1.612,2.29182;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222122,171361,0.741399,2.03025;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405230,383495,-0.313498,-2.47069;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.44E+06,373721,2.02446,-2.22064;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990019,190444,-2.33144,-0.295929;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224275,186849,-0.621176,1.3374;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377480,182141,1.35467,3.01802;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155006,126762,0.604408,-0.226717;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113301,108356,-0.278342,1.61117;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898492,157218,-2.42826,-0.791275;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283591,250536,0.497772,3.0294;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191405,167897,0.514964,-0.568604;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178318,120676,-0.937846,0.914999;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576531,221343,-1.60734,-1.52798;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453528,282399,1.0414,2.46703;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212851,171124,0.675742,0.761637;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236624,205010,0.538807,-0.0680887;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275827,171457,-1.04817,1.20502;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762199,292594,1.61017,-0.0413837;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226021,151883,-0.94676,-0.891298;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158248,149512,-0.333975,-2.80817;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583138,262551,1.43455,-0.156644;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264010,261708,-0.0373021,1.02337;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338850,242468,0.854097,1.06074;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161476,66341.4,1.5345,-2.77924;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634666,438758,0.868029,-2.72722;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453908,76617,2.46464,-1.60382;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230366,197547,0.552043,1.57133;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321022,319225,0.0558566,-3.09056;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279702,171677,1.06853,-0.389546;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684543,583453,-0.567458,-2.36525;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603222,189401,1.82534,-0.782516;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182176,146221,-0.684537,1.53513;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238733,48958.4,2.26544,-2.27044;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178233,173822,-0.0538664,1.34442;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374164,68959.1,2.37545,-1.30553;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346489,168524,1.3464,0.982155;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259352,219996,0.571112,-1.49138;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143522,110434,-0.733856,1.30797;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70553.6,67511.6,0.274889,1.85321;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203790,113276,-1.1867,1.63852;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260686,215619,0.619097,2.00815;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232215,72251.1,-1.8341,-1.68269;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154422,116210,-0.769051,0.510075;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890615,506401,-1.16032,0.260897;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338016,301187,-0.462227,-1.25603;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266539,210883,0.697576,0.685963;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193118,160850,-0.608882,-1.75042;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.30E+06,272311,2.2426,-1.71957;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206359,141285,-0.919737,-0.80905;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760021,340801,-1.43983,3.03093;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211049,198104,0.355739,2.91251;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272184,258185,0.127735,-0.593263;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178858,161960,-0.437137,2.83491;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203450,201094,0.0163563,1.02883;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181424,137282,0.767345,2.88541;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462631,155311,1.75396,2.12183;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366738,172436,1.38388,-0.546737;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265383,257981,0.227663,1.14469;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546365,90469.5,-2.48382,-1.75876;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373284,361137,-0.215627,-2.58043;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200204,195447,-0.201001,-1.98605;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430196,342232,0.699575,-0.861535;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208363,204917,-0.0147099,1.72924;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350013,70020,-2.29071,-0.880998;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286382,242822,0.586858,-1.74218;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.14E+06,158940,-2.65883,0.847011;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97919.6,94335,0.146691,2.90543;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789679,183035,-2.1411,-0.381806;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613037,236741,-1.59855,-0.268398;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404700,393472,-0.198113,-2.17081;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219112,149565,0.913999,-3.02034;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317048,210891,-0.959911,2.56162;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573256,436642,-0.770478,1.70282;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.53E+06,277520,-2.39137,0.265307;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230931,213573,-0.360032,-2.26587;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202926,200074,-0.150693,-2.16447;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358356,86062.6,2.10393,-1.88746;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959126,486273,-1.29845,-1.13885;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208891,146995,-0.884591,1.12087;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207007,44398.2,-2.2201,-1.5186;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295653,137634,1.39319,-1.05788;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360424,44648.3,2.77747,-0.160231;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550341,508521,-0.392728,0.385405;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288023,278816,0.248266,2.98254;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96834.9,60157.5,1.04709,1.73568;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428881,170980,-1.56831,0.960804;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261193,189504,0.841016,-2.64307;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385787,172457,1.4367,1.87496;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488152,173244,1.69263,-0.833898;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413068,238718,1.14074,-0.551549;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624453,297114,1.37131,1.46795;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654747,210679,-1.79427,-3.12408;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116141,65000,1.18033,-2.44218;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106188,39553.2,1.64101,-1.61397;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315315,236322,0.793102,-0.288031;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260790,133661,1.28134,-0.467897;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278614,67513.2,2.0949,0.898437;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149250,80476.7,1.21715,-0.249695;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89495.9,54708,-1.07224,1.15668;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273424,246729,-0.441223,-3.05422;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160986,153415,-0.279267,0.651813;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191639,185106,0.0157113,-0.889098;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276003,247132,0.469595,-2.29909;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181077,177062,0.130466,-2.63127;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343105,191658,1.17114,-2.04724;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732400,481915,0.976359,1.61091;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586947,157798,-1.98616,0.366531;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373201,336904,0.456481,-1.50399;j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
